DateTime,activity,M,z,m
22-Feb-16 08:10 AM,0,,,
22-Feb-16 08:11 AM,0,,,
22-Feb-16 08:12 AM,0,,,
22-Feb-16 08:13 AM,0,,,
22-Feb-16 08:14 AM,0,,,
22-Feb-16 08:15 AM,0,,,
22-Feb-16 08:16 AM,0,,,
22-Feb-16 08:17 AM,0,,,
22-Feb-16 08:18 AM,0,,,
22-Feb-16 08:19 AM,0,,,
22-Feb-16 08:20 AM,0,,,
22-Feb-16 08:21 AM,0,,,
22-Feb-16 08:22 AM,0,,,
22-Feb-16 08:23 AM,0,,,
22-Feb-16 08:24 AM,0,,,
22-Feb-16 08:25 AM,0,,,
22-Feb-16 08:26 AM,0,,,
22-Feb-16 08:27 AM,0,,,
22-Feb-16 08:28 AM,0,,,
22-Feb-16 08:29 AM,0,,,
22-Feb-16 08:30 AM,0,,,
22-Feb-16 08:31 AM,0,,,
22-Feb-16 08:32 AM,0,,,
22-Feb-16 08:33 AM,0,,,
22-Feb-16 08:34 AM,0,,,
22-Feb-16 08:35 AM,0,,,
22-Feb-16 08:36 AM,0,,,
22-Feb-16 08:37 AM,0,,,
22-Feb-16 08:38 AM,0,,,
22-Feb-16 08:39 AM,0,,,
22-Feb-16 08:40 AM,0,,,
22-Feb-16 08:41 AM,0,,,
22-Feb-16 08:42 AM,0,,,
22-Feb-16 08:43 AM,0,,,
22-Feb-16 08:44 AM,0,,,
22-Feb-16 08:45 AM,0,,,
22-Feb-16 08:46 AM,0,,,
22-Feb-16 08:47 AM,0,,,
22-Feb-16 08:48 AM,0,,,
22-Feb-16 08:49 AM,0,,,
22-Feb-16 08:50 AM,0,,,
22-Feb-16 08:51 AM,0,,,
22-Feb-16 08:52 AM,0,,,
22-Feb-16 08:53 AM,0,,,
22-Feb-16 08:54 AM,0,,,
22-Feb-16 08:55 AM,0,,,
22-Feb-16 08:56 AM,0,,,
22-Feb-16 08:57 AM,0,,,
22-Feb-16 08:58 AM,0,,,
22-Feb-16 08:59 AM,0,,,
22-Feb-16 09:00 AM,0,,,
22-Feb-16 09:01 AM,0,,,
22-Feb-16 09:02 AM,0,,,
22-Feb-16 09:03 AM,0,,,
22-Feb-16 09:04 AM,0,,,
22-Feb-16 09:05 AM,0,,,
22-Feb-16 09:06 AM,0,,,
22-Feb-16 09:07 AM,0,,,
22-Feb-16 09:08 AM,0,,,
22-Feb-16 09:09 AM,0,,,
22-Feb-16 09:10 AM,0,,,
22-Feb-16 09:11 AM,0,,,
22-Feb-16 09:12 AM,0,,,
22-Feb-16 09:13 AM,0,,,
22-Feb-16 09:14 AM,0,,,
22-Feb-16 09:15 AM,0,,,
22-Feb-16 09:16 AM,0,,,
22-Feb-16 09:17 AM,0,,,
22-Feb-16 09:18 AM,0,,,
22-Feb-16 09:19 AM,0,,,
22-Feb-16 09:20 AM,0,,,
22-Feb-16 09:21 AM,0,,,
22-Feb-16 09:22 AM,0,,,
22-Feb-16 09:23 AM,0,,,
22-Feb-16 09:24 AM,0,,,
22-Feb-16 09:25 AM,0,,,
22-Feb-16 09:26 AM,0,,,
22-Feb-16 09:27 AM,0,,,
22-Feb-16 09:28 AM,0,,,
22-Feb-16 09:29 AM,0,,,
22-Feb-16 09:30 AM,0,,,
22-Feb-16 09:31 AM,0,,,
22-Feb-16 09:32 AM,0,,,
22-Feb-16 09:33 AM,0,,,
22-Feb-16 09:34 AM,0,,,
22-Feb-16 09:35 AM,0,,,
22-Feb-16 09:36 AM,0,,,
22-Feb-16 09:37 AM,0,,,
22-Feb-16 09:38 AM,0,,,
22-Feb-16 09:39 AM,0,,,
22-Feb-16 09:40 AM,0,,,
22-Feb-16 09:41 AM,0,,,
22-Feb-16 09:42 AM,0,,,
22-Feb-16 09:43 AM,0,,,
22-Feb-16 09:44 AM,0,,,
22-Feb-16 09:45 AM,0,,,
22-Feb-16 09:46 AM,0,,,
22-Feb-16 09:47 AM,0,,,
22-Feb-16 09:48 AM,0,,,
22-Feb-16 09:49 AM,0,,,
22-Feb-16 09:50 AM,0,,,
22-Feb-16 09:51 AM,0,,,
22-Feb-16 09:52 AM,0,,,
22-Feb-16 09:53 AM,0,,,
22-Feb-16 09:54 AM,0,,,
22-Feb-16 09:55 AM,0,,,
22-Feb-16 09:56 AM,0,,,
22-Feb-16 09:57 AM,0,,,
22-Feb-16 09:58 AM,0,,,
22-Feb-16 09:59 AM,0,,,
22-Feb-16 10:00 AM,0,,,
22-Feb-16 10:01 AM,0,,,
22-Feb-16 10:02 AM,0,,,
22-Feb-16 10:03 AM,0,,,
22-Feb-16 10:04 AM,0,,,
22-Feb-16 10:05 AM,0,,,
22-Feb-16 10:06 AM,0,,,
22-Feb-16 10:07 AM,0,,,
22-Feb-16 10:08 AM,0,,,
22-Feb-16 10:09 AM,0,,,
22-Feb-16 10:10 AM,0,,,
22-Feb-16 10:11 AM,0,,,
22-Feb-16 10:12 AM,0,,,
22-Feb-16 10:13 AM,0,,,
22-Feb-16 10:14 AM,0,,,
22-Feb-16 10:15 AM,0,,,
22-Feb-16 10:16 AM,0,,,
22-Feb-16 10:17 AM,0,,,
22-Feb-16 10:18 AM,0,,,
22-Feb-16 10:19 AM,0,,,
22-Feb-16 10:20 AM,0,,,
22-Feb-16 10:21 AM,0,,,
22-Feb-16 10:22 AM,0,,,
